title,language,framework,industry,role,description,unitPrice,requiredSkills,preferredSkills,sourceName,sourceUrl
【Java/Kotlin】Webサービス開発運用案件,"Java, Kotlin",Spring,,テックリード,"・JavaもしくはKotlinを用いたWebサービスの開発/運用に携わっていただきます
・主に下記作業をご担当いただきます
　-信頼性向上のためのアプリケーション、DB等の改善
　-パブリッククラウドにおけるセキュリティオペレーション、インフラ構築、運用
　-DatadogやHoneycomb等を用いたモニタリングの設計、開発、運用
　-IaCによるクラウド環境の運用、およびコンテナ技術の利用/運用
　-CI/CDの設計、改善、運用",1050000,"Java,Spring Boot,web5年,インフラ,パグリッククラウド,Datadog,技術選定,CI/CD","","Freelance Hub","https://freelance-hub.jp/project/detail/447008/?sip=208004000000&utm_source=email&utm_medium=crm&utm_campaign=default"
